"inspection_id","dba_name","aka_name","license_","facility_type","risk","address","city","state","zip","inspection_date","inspection_type","results","violations","latitude","longitude","location"
"2568689","MCDONALDS","MCDONALDS","2882419","Restaurant","Risk 2 (Medium)","5733 S KEDZIE AVE ","CHICAGO","IL","60629","2022-12-19T00:00:00.000","License","Fail","10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HOT WATER (80.2F) AT HAND WASHING SINK INSIDE WASHROOM IN PLAY AREA. INSTRUCTED MANAGER TO PROVIDE 100F-120F WATER AT HAND WASHING SINK IN PLAY AREA WASHROOM. PRIORITY 7-38-030(C) CITATION ISSUED | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED SPILLS AND DEBRIS ON INTERIOR AND EXTERIOR SURFACES OF BEVERAGE MACHINES, PREP COOLERS, AND PREP TABLES. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAKING FAUCET HANDLE ON HAND WASHING SINK IN REAR PREP AREA. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DEBRIS ON FLOORS UNDER EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP, STORAGE AND DISH WASHING AREAS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.","41.78889143422201","-87.70327959216557","(41.78889143422201, -87.70327959216557)"
"2568699","PETE'S PIZZERIA","PETE'S PIZZA #2","2240045","Restaurant","Risk 1 (High)","5845-5849 W MONTROSE AVE ","CHICAGO","IL","60634","2022-12-19T00:00:00.000","Canvass","Pass","39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: FOUND NO SPLASH GUARD BETWEEN DRYING RACK AND HAND SINK AT DISHWASHING AREAS.MUST PROVIDE.","41.960284231502094","-87.77396125248593","(41.960284231502094, -87.77396125248593)"
"2568711","LITTLE VIETNAM RESTAURANT","LITTLE VIETNAM RESTAURANT","2594572","Restaurant","Risk 1 (High)","1132 W BRYN MAWR AVE ","CHICAGO","IL","60660","2022-12-19T00:00:00.000","Complaint","Fail","39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: PLASTIC CUPS WITHOUT A HANDLE USED AS A SCOOP FOR DRY STORAGE FOODS. FACILITY MUST REMOVE AND REPLACE WITH SCOOP THAT HAS A HANDLE. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: RICE SCOOPS STORED IN STAGNANT WATER. SCOOPS MUST BE PLACED IN AN EMPTY CONTAINER, CONTAINER OF RUNNING WATER, OR WATER THAT IS MAINTAIN AT 135F OR ABOVE AT ALL TIMES. SCOOPS WERE PLACED IN AN EMPTY CUP. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS HAVE NOT BEEN CORRECTED SINCE 9/13/22. REPORT #2563586. THE FOLLOWING VIOLATIONS THAT HAVE NOT BEEN CORRECTED ARE LISTED BELOW; #37) 3-302.12: ALL BULK FOOD CONTAINERS MUST BE LABELED WITH THE PRODUCT COMMON NAME.  #41) 3-304.14: WIPING CLOTHS THROUGHOUT THE FOOD PREP ARE STORED IMPROPERLY. MUST STORE IN A CLEAN CONTAINER WITH A SANITIZING SOLUTION BETWEEN USE.  #47) 4-101.19: MUST NOT USE MILK CRATES AS A MEANS OF ELEVATION THROUGHOUT THE FACILITY, IN FOOD PREP AND STORAGE.  #55)  6-501.113: NOTED SOILED MOP HEAD IMPROPERLY STORED INSIDE THE MOP SINK. MUST PROPERLY STORE INVERTED. 6-501.114: THE UNUSED COOLERS STORED IN THE HALLWAY NEXT TO THE PUBLIC WASHROOMS MUST BE REMOVED FROM THE PREMISES TO PREVENT PEST HARBORING.	 6-201.11: WATER-DAMAGED CEILING TILES THROUGHOUT THE REAR EXIT HALLWAY AND HALLWAY NEXT TO THE WASHROOMS MUST BE REPLACED.-----FLOORS IN THE REAR DRY FOOD STORAGE/REFRIGERATION ROOM WITH DEBRIS. MUST CLEAN AND MAINTAIN.","41.98374414417153","-87.65940408893736","(41.98374414417153, -87.65940408893736)"
"2568702","WENDY'S OLD FASHIONED HAMBURGERS OF NEW YORK,INC","WENDY'S OLD FASHIONED HAMBURGERS OF NEW YORK INC.","2373869","Restaurant","Risk 1 (High)","5729 S KEDZIE AVE ","CHICAGO","IL","60629","2022-12-19T00:00:00.000","Canvass","Pass","47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: LAST FRYER ON EAST END LEAKING. INSTD TO REPAIR AND MAINTAIN | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: FAUCET LEAKING AT 3-COMPARTMENT SINK. INSTD TO REPAIR AND MAINTAIN | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: EXCESSIVE GREASE ON FLOOR BEHIND FRYERS. INSTD TO CLEAN AND MAINTAIN","41.78900459902208","-87.70328302524915","(41.78900459902208, -87.70328302524915)"
"2568713","WHALE FISH & CHICKEN","WHALE FISH & CHICKEN","2881903",,"Risk 2 (Medium)","5650 W DIVISION AVE ","CHICAGO","IL","60651","2022-12-19T00:00:00.000","License","Pass","38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED DEAD INSECTS IN THE LIGHT SHIELDS THROUGHOUT THE KITCHEN. MUST REMOVE ALL DEAD INSECTS, CLEAN LIGHT SHIELDS, AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED SHELVING IN THE DRY STORAGE AREA MADE OF UNSEALED WOOD. FOUND RUSTY METAL SHELVES INSIDE THE 2-DOOR PREP COOLER AND INSIDE THE BEVERAGE AIR UPRIGHT COOLER. INSTRUCTED MANAGEMENT THAT ALL SHELVING MUST BE SMOOTH, NON-ABSORBENT, AND EASILY CLEANABLE. MUST SEAL WOOD SHELVES, AND REPAINT/REFINISH THE METAL SHELVING TO REMOVE RUST. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED DIRT AND GREASE BUILD UP ON THE GASKETS INSIDE THE 2-DOOR TURBO AIR UPRIGHT COOLER. MUST CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND HEAVY DIRT AND DEBRIS BUILD UP ON THE FLOOR INSIDE THE WALK-IN COOLER. INSTRUCTED MANAGEMENT TO DETAIL CLEAN FLOOR AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED MULTIPLE BURNED OUT LIGHTS THROUGHOUT THE DISH AND PREP AREAS. MUST REPLACE LIGHT BULBS AND PROVIDE ADEQUATE LIGHTING.","41.90222299575328","-87.76768777794881","(41.90222299575328, -87.76768777794881)"
"2568674","PAUL HOUSE & HEALTH CARE CENTER, LLC","PAUL HOUSE","2812590","Long Term Care","Risk 1 (High)","3800 N CALIFORNIA AVE ","CHICAGO","IL","60618","2022-12-19T00:00:00.000","Canvass Re-Inspection","Pass",,"41.9504149964053","-87.69828662086253","(41.9504149964053, -87.69828662086253)"
"2568678","2AM IZAKAYA","2AM IZAKAYA","2882630","Restaurant","Risk 1 (High)","2218 N LINCOLN AVE ","CHICAGO","IL","60614","2022-12-19T00:00:00.000","License","Fail","3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY ON-SITE AT THE TIME OF INSPECTION. INSTRUCTED TO OBTAIN AND MAINTAIN. PRIORITY FOUNDATION VIOLATION 7-38-010, NO CITATION ISSUED. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO VOMITING AND DIARRHEA PROCEDURE AND CLEAN-UP KIT ON SITE DURING THE INSPECTION. INSTRUCTED TO HAVE SAID PROCEDURE ALONG WITH REQUIRED EQUIPMENT FOR CLEAN-UP. PRIORITY FOUNDATION VIOLATION 7-38-005, NO CITATION ISSUED. | 14. REQUIRED RECORDS AVAILABLE: SHELLSTOCK TAGS, PARASITE DESTRUCTION - Comments: STATEMENT OR RECORD THAT RAW FISH USED FOR SUSHI PRODUCTS HAS BEEN FROZEN BY DISTRIBUTOR OR IN FACILITY NOT PRESENTED AT TIME OF INSPECTION. MUST PROVIDE AND MAINTAIN REQUIRED STATEMENT OR RECORD. PRIORITY VIOLATION, 7-38-005 NO CITATION ISSUED. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED THE CONSUMER ADVISORY DISCLOSURE AND REMINDER STATEMENT MISSING ON THE MENU. THE UNDERCOOKED FOOD ITEMS ON THE MENU WAS NOT MARKED. MANAGEMENT INSTRUCTED TO PROVIDE THE CONSUMER ADVISORY AND TO DISCLOSE WHICH FOOD ITEMS CAN BE ORDERED 'R.A.W.' OR UNDERCOOKED AND LINK THOSE FOODS WITH AN ASTERISK (*) ON ALL PHYSICAL, VIRTUAL, AND DIGITAL MENUS AND MAINTAIN. PRIORITY FOUNDATION VIOLATION 7-38-005, NO CITATION ISSUED.   | 29. COMPLIANCE WITH VARIANCE/SPECIALIZED PROCESS/HACCP - Comments: OBSERVED NO SUSHI RICE ANALYSIS LETTER OR PH TEST KIT ON-SITE AT THE INSPECTION. INSTRUCTED TO HAVE A SUSHI RICE ANALYSIS LETTER OR OBTAIN A PH TEST KIT AND BE ABLE TO DEMONSTRATE HOW TO TEST THE RICE USED FOR SUSHI. PRIORITY FOUNDATION #7-38-005, NO CITATION ISSUED. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED A WATER DRAIN LINE FROM THE WALK-IN COOLER LOCATED IN THE RINSE COMPARTMENT OF THE THREE-COMPARTMENT SINK. INSTRUCTED TO RE-DIRECT THE WATER DRAIN LINE INTO ANOTHER DRAINING SOURCE, NOT IN THE RINSE COMPARTMENT OF THE THREE-COMPARTMENT SINK AND MAINTAIN. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED THE KITCHENWARE AND TABLEWARE NOT INVERTED ON THE DISHWARE RACK IN THE DISHWASHING AREA. INSTRUCTED TO INVERT ALL EQUIPMENT AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE MICROWAVE IN THE FRONT FOOD PREP AREA WITH FOOD SPLATTERS INSIDE OF THE UNIT. INSTRUCTED TO CLEAN, SANITIZE AND MAINTAIN SAID FOOD-CONTACT SURFACE COOKING EQUIPMENT AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE WALLS NEAR THE GREASE TRAP UNDER THE THREE-COMPARTMENT SINK IN THE DISHWASHING AREA WITH DIRT BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN THE WALLS IN THIS AREA. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED THE VENTILATION HOOD IN THE FRONT FOOD PREP AREA WITH SLIGHT DUST AND GREASE BUILD UP ON TH HOOD ABOVE THE COOKING EQUIPMENT. INSTRUCTED TO CLEAN AND MAINTAIN SAID HOOD. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO FOOD HANDLER CERTIFICATES ON SITE AT THE TIME OF THE INSPECTION. INSTRUCTED ALL FOOD HANDLERS MUST TAKE THE FOOD HANLDLER TRAINING COURSE AND MAINTAIN RECORDS ON SITE AT ALL TIMES.","41.92227753141586","-87.64454446144859","(41.92227753141586, -87.64454446144859)"
"2568723","HARRY POTTER: MAGIC AT PLAY",,"2882232",,"Risk 3 (Low)","845 N MICHIGAN AVE ","CHICAGO","IL","60611","2022-12-19T00:00:00.000","License","Not Ready",,"41.898079920503314","-87.6239457056618","(41.898079920503314, -87.6239457056618)"
"2568707","SHOP & SAVE MARKET #2100","SHOP & SAVE  MARKET #2100","2327448","Grocery Store","Risk 1 (High)","6312 N NAGLE AVE ","CHICAGO","IL","60646","2022-12-19T00:00:00.000","Complaint","Pass",,"41.99598528606219","-87.78763711707086","(41.99598528606219, -87.78763711707086)"
"2568693","DEVON SHERIDAN APARTMENTS","CAROLINE HEDGER APTS. FOODSERVICE","2353879","Golden Diner","Risk 1 (High)","6400 N SHERIDAN RD ","CHICAGO","IL","60626","2022-12-19T00:00:00.000","Canvass Re-Inspection","Fail","2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: THE PERSON IN CHARGE DOES NOT HAVE A CITY CERTIFICATION OR DOCCUMENTATION OF PENDING CITY CERTIFICATE AT THE TIME OF INSPECTION, WHILE ALTERNATIVE FOOD IS BEING SERVED ON-SITE. NO OTHER ORIGINAL AND VALID CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE WAS POSTED NOR PROVIDED ON-SITE FOR THE PRESENT MANAGER ON DUTY. NO VALID DOCCUMENTATION ON PREMISES. INSTRUCTED TO PROVIDE A LEAST ONE CERTIFIED FOOD MANAGER ON SITE WHEN FOOD IS SERVED ON SITE. PRIORITY FOUNDATION VIOLATION 7-38-012 NO CITATION ISSUED. | 59. PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED - Comments: PREVIOUS PRIORITY FOUNDATION VIOLATION DATED FROM 12/8/22. REPORT #2568239 HAS NOT BEEN CORRECTED; IT OBSERVED ONLY 2 OUT OF THE 3 BASIN FOR THE 3-COMPARTMENT SINK IS WORKING PROPERLY. OBSERVED THE FIRST BASIN SINK OUT OF ORDER DUE TO A LEAK. A 3-COMPARTMENT SINK IS REQUIRED TO ALLOW PROPER 3-STEP MANUAL WAREWASHING PROCEDURES FOR DISHWARE/UTENSILS, INCLUDING THE COFFEE MACHINE. THE FACILITY MUST REPAIR AND MAINTAIN. PRIORITY VIOLATION 7-42-090 NO CITATION ISSUED.","41.99821792053241","-87.6606952555721","(41.99821792053241, -87.6606952555721)"
"2568655","QUESABIRRIA JALISCO RESTAURANT","QUESABIRRIA JALISCO RESTAURANT","2881885",,"Risk 1 (High)","1314 W 18TH ST ","CHICAGO","IL","60608","2022-12-16T00:00:00.000","License","Pass","44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: 4-903.11 OBSERVED NO COOKING UTENSILS ON SITE. INSTRUCTED TO PROVIDE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-203.13 OBSERVED THE UTILITY SINK NOT PROPERLY TURNING ON. INSTRUCTED TO REPAIR SO THAT IT PROPERLY TURNS ON AT ALL TIMES AND HAS HOT AND COLD RUNNING WATER UNDER CITY PRESSURE. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 OBSERVED NO COVERED RECEPTACLE INSIDE OF THE TOILET ROOMS. INSTRUCTED TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.13 OBSERVED THE REAR STORAGE AREA WALLS WITHOUT COVING. INSTRUCTED TO PROVIDE COVING TO CLOSE THE SPACE BETWEEN THE WALL AND THE FLOOR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114 OBSERVED TWO UNUSED REFRIGERATION UNITS IN THE FOOD PREP AREA (FROM THE PREVIOUS FACILITY). INSTRUCTED TO REMOVE OR CLEAN. OBSERVED CLUTTER IN THE FRONT STORAGE CLOSET. INSTRUCTED TO REMOVE UNNECESSARY ITEMS, ORGANIZE AND ELEVATE EVERYTHING AT LEAST 6 INCHES.","41.858012033311056","-87.65964706247725","(41.858012033311056, -87.65964706247725)"
"2568641","NEW CHINA EXPRESS, INC","NEW CHINA EXPRESS, INC","49671","Restaurant","Risk 1 (High)","2101 E 71ST ST ","CHICAGO","IL","60649","2022-12-16T00:00:00.000","Complaint","Pass","37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED THE LABELS ON THE BULK STORAGE CONTAINER WORN OFF. MUST PLACE AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED THE PREP COOLER RUBBER GASKET AROUND THE DOOR IN POOR REPAIR. MUST REPLACE AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments:  MUST CLEAN THE EXTERIOR OF THE BULK STORAGE CONTAINER AND INTERIOR OF ALL COOLER AND FREEZERS, STORAGE SHELVING AND BAKERS RACKS TO REMOVE SPILLS, DEBRIS AND/OR GREASE. ALSO CLEAN PREP STATION AND COUNTER. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: MUST CLEAN AND MAINTAIN THE FIXTURES AND FLOORS INSIDE THE WASHROOM. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS NEED DETAIL CLEANING ALONG THE WALL BASE AND IN CORNERS THROUGH OUT THE KITCHEN AND INSIDE THE WALK IN COOLER.","41.765990001140594","-87.57378733665412","(41.765990001140594, -87.57378733665412)"
"2568607","DOWNTOWN CHILDRENS LEARNING PLACE","DOWNTOWN CHILDRENS LEARNING PLACE","2215878","Daycare Above and Under 2 Years","Risk 1 (High)","400 N MCCLURG CT ","CHICAGO","IL","60611","2022-12-16T00:00:00.000","Canvass Re-Inspection","Pass",,"41.88911847301037","-87.61775487651728","(41.88911847301037, -87.61775487651728)"
"2568619","ST ANGELA SCHOOL","ST ANGELA SCHOOL","2034634","School","Risk 1 (High)","1332 N MASSASOIT AVE ","CHICAGO","IL","60651","2022-12-16T00:00:00.000","Canvass","Pass","51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED THE 1ST FLOOR GIRL'S WASHROOM HAND WASHING SINK OUTSIDE OF THE PRE-K CLASSROOMS TO BE SLOW DRAINING.  MANAGEMENT INSTRUCTED TO REPAIR AND MAINTAIN SO THAT THE SINKS DRAIN PROPERLY.","41.90488767052819","-87.769537623177","(41.90488767052819, -87.769537623177)"
"2568625","MERCY CIRCLE","MERCY CIRCLE","2269786","REGULATED BUSINESS","Risk 1 (High)","3659 W 99TH ST ","CHICAGO","IL","60655","2022-12-16T00:00:00.000","Canvass","Pass","43. IN-USE UTENSILS: PROPERLY STORED - Comments: ICE SCOOP IMPROPERLY STORED IN WIRE RACK EXPOSED AND TOUCHING EXTERIOR OF ICE MACHINE. INSTD TO STORE IN PROTECTED MANNER | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: PLASTIC LINING ON EXTERIOR OF ROLLING CART. INSTD TO REMOVE SAME. WORN CAULKING WITH EXCESSIVE BLACK SUBSTANCE ON WALL BEHIND 3-COMPARTMENT SINK. INSTD TO REPLACE AND MAINTAIN CAULKING | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: MULTIPLE EXPIRED FOOD HANDLER CERTIFICATED. INSTD TO OBTAIN TRAINING AND MAINTAIN VERIFICATION ON SITE","41.71317071102441","-87.71373766446379","(41.71317071102441, -87.71373766446379)"
"2568642","YCCS CHATHAM ACADEMY","YCCS CHATHAM ACADEMY","2511398","School","Risk 1 (High)","9035 S LANGLEY ","CHICAGO","IL","60619","2022-12-16T00:00:00.000","Canvass","Fail","38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED 40 RODENT DROPPINGS THROUGHOUT FACILITY INCLUDING IN KITCHEN, STORAGE ROOM ADJACENT TO KITCHEN AND NEAR COOLER IN TEACHER'S LOUNGE. INSTRUCTED MANAGER TO SERVICE ALL AFFECTED AREAS. PEST CONTROL SERVICE RECOMMENDED. PRIORITY FOUNDATION 7-38-020(A). NO CITATION ISSUED | 52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: OBSERVED INADEQUATE WASTE WATER DISPOSAL AT THREE COMPARTMENT SINK. WHEN ONE COMPARTMENT DRAINS ANOTHER ONE FLOODS. INSTRUCTED MANAGER TO SERVICE 3 COMPARTMENT SINK. PRIORITY VIOLATION 7-38-030 (C). NO CITATION ISSUED | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED NO COMMERCIAL DUMPSTER RECEPTACLE ON SITE. INSTRUCTED MANAGER TO PROVIDE COMMERCIAL DUMPSTER FOR REFUGE. PRIORITY FOUNDATION VIOLATION 7-38-020(B). NO CITATION ISSUED.","41.73011663852988","-87.60694294434614","(41.73011663852988, -87.60694294434614)"
"2568940","AS TIME GOES BY II LTD.","AS TIME GOES BY","2749703","Restaurant","Risk 2 (Medium)","7706 W BELMONT AVE ","CHICAGO","IL","60634","2022-12-16T00:00:00.000","Non-Inspection","No Entry",,"41.9379941491104","-87.81928311687304","(41.9379941491104, -87.81928311687304)"
"2568658","SUBWAY","SUBWAY","1986621","Restaurant","Risk 1 (High)","5619 W DIVISION ST ","CHICAGO","IL","60651","2022-12-16T00:00:00.000","Canvass","Pass w/ Conditions","60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATION FROM REPORT #2472245 ON 1/4/21 NOT CORRECTED:  58 - OBSERVED NO FOOD ALLERGEN TRAINING FOR FOOD MANAGER.MUST PROVIDE AND MAINTAIN.  PRIORITY FOUNDATION VIOLATION 7-42-090.  CITATION ISSUED.","41.90202229884521","-87.76641276925565","(41.90202229884521, -87.76641276925565)"
"2568633","SOUL FULL CHICAGO LLLP",,"2877103",,"Risk 1 (High)","1508 W 18TH ST ","CHICAGO","IL","60608","2022-12-16T00:00:00.000","License","Not Ready",,"41.85793908258883","-87.6641799292676","(41.85793908258883, -87.6641799292676)"
"2568610","BACKLOT COFFEE / BC IRVING PARK LLC","BACKLOT COFFEE","2541989","Restaurant","Risk 2 (Medium)","3982 N AVONDALE AVE ","CHICAGO","IL","60641","2022-12-16T00:00:00.000","Canvass","Pass","55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED VENT COVER IN UNISEX TOILET ROOM WITH DUST ACCUMULATION. INSTRUCTED THE PERSON IN CHARGE TO REMOVE DUST AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DIRT ON FLOOR AND ALONG THE WALL UNDERNEATH THE THREE COMPARTMENT SINK, LOCATED IN THE REAR PREPARATION AREA. INSTRUCTED THE PERSON IN CHARGE TO DETAIL CLEAN AND MAINTAIN. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED MULTIPLE EMPLOYEES WITH EXPIRED FOOD HANDLER CERTIFICATES INSTRUCTED THE PERSON IN CHARGE TO RENEW EXPIRED FOOD HANDLER CERTIFICATES TO COMPLY WITH IDPH FOOD HANDLER REQUIREMENTS.","41.95333998629583","-87.73202749084835","(41.95333998629583, -87.73202749084835)"
"2568651","BETHEL NEW LIFE, INC.","BETHEL NEW LIFE, INC.","2204679","Long Term Care","Risk 1 (High)","4950 W THOMAS ST ","CHICAGO","IL","60651","2022-12-16T00:00:00.000","Canvass","Fail","2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO VALID CITY OF CHICAGO FOOD SANITATION CERTIFICATE POSTED ON THE PREMISES.  MANAGEMENT INSTRUCTED THAT A CERTIFIED FOOD MANAGER MUST BE PRESENT AT ALL TIMES WHILE TCS FOODS ARE BEING PREPARED OR SERVED.  PRIORITY FOUNDATION VIOLATION 7-38-012.  CITATION ISSUED. | 3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO WRITTEN EMPLOYEE HEALTH POLICY OBSERVED ON THE PREMISES.  MANAGEMENT INSTRUCTED TO HAVE A SIGNED EMPLOYEE HEALTH POLICY FOR EACH EMPLOYEE.  PRIORITY FOUNDATION VIOLATION 7-38-010.  CITATION ISSUED. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: NO PEST CONTROL LOG BOOK WAS PROVIDED DURING THE INSPECTION.  MANAGEMENT INSTRUCTED TO HAVE A PEST CONTROL LOG BOOK FROM A LICENSED PEST CONTROL COMPANY MAINTAINED AND AVAILABLE AT ALL TIMES.  PRIORITY FOUNDATION VIOLATION 7-38-020(C).  CITATION ISSUED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: CLEAN THE INTERIOR AND EXTERIOR OF THE DEEP FRYERS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: CLEAN THE WALLS AND CEILING TILES IN THE MAIN KITCHEN.  CLEAN THE FLOOR UNDERNEATH THE DEEP FRYERS. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED A FOOD HANDLING EMPLOYEE WITHOUT A FOOD HANDLER CERTIFICATE.  MANAGEMENT INSTRUCTED THAT ALL FOOD HANDLING EMPLOYEES MUST SHOW PROOF OF TRAINING.","41.90058121225709","-87.75040561250974","(41.90058121225709, -87.75040561250974)"
"2568647","CARNICERIA LA GLORIA","CARNICERIA LA GLORIA","2749089","Grocery Store","Risk 1 (High)","2551-2553 W 51ST ST ","CHICAGO","IL","60632","2022-12-16T00:00:00.000","Canvass Re-Inspection","Fail","38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: STILL OBSERVING EVIDENCE OF LIVE ROACHES CRAWLING ON AND UNDER GREASE TRAP AT 3- COMPARTMENT SINK GREASE TRAP IN DELI PREP AREA AND ON WALL AND UNDERSIDE OF SAME,INSIDE OLD TIMECLOCK ON WALL ADJACENT TO DELI REACH IN COOLER, CRAWLING ON AND AROUND DELI CASE.OBSERVED MOUSE DROPPINGS UNDER REGISTER COUNTERS. MUST REMOVE LIVE ROACHES AND MICE DROPPINGS CLEAN AND SANITIZE AREAS.MUST HAVE A PEST CONTROL OPERATOR TO SERVICE PREMISES ON OR AFTER 12/16/22.(PRIORITY 7-38-020(A). | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN FOOD DEBRIS FROM PREP TABLES & UNDERSIDES, INTERIOR PANEL OF ICE MACHINE,MEAT SLICERS, SAW MACHINES USED AND UNUSED,REACH IN FREEZERS,SHELVING UNITS IN VEGETABLE WALK IN COOLER,MEAT WALK IN COOLER FANGUARD COVERS.MUST DEFROST ICE CREAM FREEZERS.","41.80096927632034","-87.68872209871739","(41.80096927632034, -87.68872209871739)"
